,Unnamed: 0,area_type,balcony,price,bhk
7283,7283,Super built-up  Area,3.00,120.00,3.00
7284,7284,Super built-up  Area,1.00,115.00,3.00
7285,7285,Super built-up  Area,1.00,46.10,2.00
7286,7286,Super built-up  Area,0.00,50.13,2.00
7287,7287,Super built-up  Area,2.00,129.00,3.00
7288,7288,Super built-up  Area,1.00,135.00,3.00
7289,7289,Built-up  Area,2.00,180.00,5.00
7290,7290,Super built-up  Area,3.00,38.00,2.00
7291,7291,Super built-up  Area,2.00,125.00,3.00
7292,7292,Super built-up  Area,2.00,47.00,2.00
7293,7293,Built-up  Area,2.00,45.00,2.00
7294,7294,Super built-up  Area,2.00,60.00,3.00
7295,7295,Built-up  Area,3.00,65.00,3.00
7296,7296,Super built-up  Area,2.00,88.00,3.00
7297,7297,Super built-up  Area,1.00,30.00,1.00
7298,7298,Plot  Area,2.00,225.00,8.00
7299,7299,Super built-up  Area,2.00,83.87,3.00
7300,7300,Super built-up  Area,3.00,45.00,2.00
7301,7301,Super built-up  Area,2.00,68.00,2.00
7302,7302,Super built-up  Area,3.00,300.00,4.00
7303,7303,Super built-up  Area,0.00,135.00,3.00
7304,7304,Super built-up  Area,1.00,90.00,3.00
7305,7305,Super built-up  Area,1.00,43.16,2.00
7306,7306,Super built-up  Area,2.00,47.59,3.00
7307,7307,Super built-up  Area,2.00,60.00,2.00
7308,7308,Super built-up  Area,2.00,29.97,3.00
7309,7309,Built-up  Area,2.00,50.00,2.00
7310,7310,Super built-up  Area,2.00,78.00,3.00
7311,7311,Super built-up  Area,2.00,50.00,2.00
7312,7312,Super built-up  Area,2.00,52.00,2.00
7313,7313,Built-up  Area,2.00,72.00,3.00
7314,7314,Plot  Area,1.00,180.00,3.00
7315,7315,Plot  Area,3.00,2000.00,4.00
7316,7316,Built-up  Area,2.00,48.60,3.00
7317,7317,Super built-up  Area,2.00,47.00,2.00
7318,7318,Super built-up  Area,2.00,115.00,3.00
7319,7319,Super built-up  Area,3.00,61.00,2.00
7320,7320,Plot  Area,1.00,205.00,3.00
7321,7321,Built-up  Area,2.00,65.00,2.00
7322,7322,Super built-up  Area,3.00,199.00,3.00
7323,7323,Built-up  Area,1.00,160.00,4.00
7324,7324,Super built-up  Area,2.00,130.00,2.00
7325,7325,Plot  Area,2.00,70.00,3.00
7326,7326,Built-up  Area,2.00,45.00,2.00
7327,7327,Super built-up  Area,2.00,85.00,3.00
7328,7328,Super built-up  Area,1.00,62.00,1.00
7329,7329,Super built-up  Area,2.00,60.00,3.00
7330,7330,Plot  Area,1.00,149.00,3.00
7331,7331,Plot  Area,0.00,160.00,8.00
7332,7332,Super built-up  Area,2.00,74.00,3.00
7333,7333,Plot  Area,2.00,500.00,4.00
7334,7334,Plot  Area,0.00,125.00,1.00
7335,7335,Plot  Area,0.00,52.00,1.00
7336,7336,Super built-up  Area,2.00,70.00,2.00
7337,7337,Super built-up  Area,1.00,50.00,2.00
7338,7338,Super built-up  Area,1.00,38.00,2.00
7339,7339,Super built-up  Area,3.00,105.00,3.00
7340,7340,Plot  Area,0.00,325.00,4.00
7341,7341,Super built-up  Area,0.00,165.00,3.00
7342,7342,Super built-up  Area,2.00,130.00,3.00
7343,7343,Super built-up  Area,1.00,76.00,3.00
7344,7344,Built-up  Area,2.00,45.00,2.00
7345,7345,Super built-up  Area,2.00,90.00,3.00
7346,7346,Super built-up  Area,2.00,52.85,3.00
7347,7347,Super built-up  Area,1.00,70.00,1.00
7348,7348,Super built-up  Area,1.00,105.00,3.00
7349,7349,Built-up  Area,1.00,52.00,3.00
7350,7350,Built-up  Area,0.00,58.00,2.00
7351,7351,Super built-up  Area,2.00,60.00,2.00
7352,7352,Super built-up  Area,1.00,48.79,2.00
7353,7353,Super built-up  Area,2.00,44.40,2.00
7354,7354,Super built-up  Area,1.00,135.00,4.00
7355,7355,Super built-up  Area,0.00,260.00,3.00
7356,7356,Plot  Area,2.00,480.00,4.00
7357,7357,Built-up  Area,3.00,105.00,3.00
7358,7358,Super built-up  Area,2.00,148.00,2.00
7359,7359,Built-up  Area,2.00,55.00,2.00
7360,7360,Super built-up  Area,0.00,100.00,6.00
7361,7361,Super built-up  Area,2.00,42.00,2.00
7362,7362,Super built-up  Area,2.00,63.00,3.00
7363,7363,Super built-up  Area,0.00,348.00,3.00
7364,7364,Super built-up  Area,1.00,53.99,3.00
7365,7365,Built-up  Area,3.00,35.00,2.00
7366,7366,Plot  Area,2.00,120.00,4.00
7367,7367,Built-up  Area,1.00,60.00,2.00
7368,7368,Super built-up  Area,1.00,46.00,2.00
7369,7369,Built-up  Area,3.00,325.00,4.00
7370,7370,Plot  Area,2.00,333.00,4.00
7371,7371,Plot  Area,3.00,175.00,5.00
7372,7372,Super built-up  Area,2.00,65.94,3.00
7373,7373,Super built-up  Area,2.00,68.00,2.00
7374,7374,Built-up  Area,2.00,40.00,3.00
7375,7375,Super built-up  Area,2.00,52.00,2.00
7376,7376,Plot  Area,0.00,500.00,3.00
7377,7377,Plot  Area,3.00,180.00,3.00
7378,7378,Super built-up  Area,2.00,68.75,3.00
7379,7379,Super built-up  Area,1.00,196.00,4.00
7380,7380,Super built-up  Area,2.00,37.62,2.00
7381,7381,Super built-up  Area,1.00,85.00,2.00
7382,7382,Super built-up  Area,2.00,90.00,2.00
7383,7383,Super built-up  Area,0.00,413.00,4.00
7384,7384,Built-up  Area,1.00,55.00,2.00
7385,7385,Super built-up  Area,2.00,60.00,2.00
7386,7386,Super built-up  Area,1.00,175.00,3.00
7387,7387,Built-up  Area,1.00,55.00,2.00
7388,7388,Built-up  Area,3.00,140.00,4.00
7389,7389,Super built-up  Area,2.00,69.00,2.00
7390,7390,Super built-up  Area,2.00,65.00,3.00
7391,7391,Super built-up  Area,2.00,49.30,3.00
7392,7392,Super built-up  Area,0.00,65.00,3.00
7393,7393,Built-up  Area,2.00,45.00,2.00
7394,7394,Super built-up  Area,0.00,47.00,1.00
7395,7395,Plot  Area,1.00,180.00,3.00
7396,7396,Built-up  Area,1.00,87.00,3.00
7397,7397,Super built-up  Area,1.00,67.30,2.00
7398,7398,Super built-up  Area,0.00,237.50,3.00
7399,7399,Super built-up  Area,1.00,55.00,3.00
7400,7400,Super built-up  Area,1.00,73.90,3.00
7401,7401,Super built-up  Area,2.00,46.00,2.00
7402,7402,Super built-up  Area,1.00,79.90,3.00
7403,7403,Plot  Area,0.00,90.00,4.00
7404,7404,Built-up  Area,1.00,70.00,2.00
7405,7405,Super built-up  Area,1.00,22.00,1.00
7406,7406,Super built-up  Area,1.00,51.89,2.00
7407,7407,Super built-up  Area,2.00,95.00,3.00
7408,7408,Built-up  Area,2.00,50.00,2.00
7409,7409,Super built-up  Area,2.00,46.00,2.00
7410,7410,Super built-up  Area,1.00,32.00,2.00
7411,7411,Super built-up  Area,1.00,83.00,2.00
7412,7412,Super built-up  Area,0.00,88.20,3.00
7413,7413,Super built-up  Area,1.00,70.00,2.00
7414,7414,Super built-up  Area,2.00,55.00,2.00
7415,7415,Built-up  Area,0.00,58.00,2.00
7416,7416,Super built-up  Area,2.00,210.00,3.00
7417,7417,Super built-up  Area,3.00,50.00,2.00
7418,7418,Super built-up  Area,2.00,130.00,3.00
7419,7419,Super built-up  Area,3.00,125.00,2.00
7420,7420,Super built-up  Area,2.00,66.00,3.00
7421,7421,Super built-up  Area,2.00,166.00,3.00
7422,7422,Plot  Area,1.00,200.00,2.00
7423,7423,Super built-up  Area,0.00,58.00,3.00
7424,7424,Super built-up  Area,1.00,74.23,2.00
7425,7425,Super built-up  Area,2.00,115.00,3.00
7426,7426,Super built-up  Area,3.00,70.00,3.00
7427,7427,Super built-up  Area,1.00,35.53,2.00
7428,7428,Super built-up  Area,2.00,31.77,2.00
7429,7429,Built-up  Area,3.00,37.00,2.00
7430,7430,Super built-up  Area,2.00,150.00,3.00
7431,7431,Built-up  Area,1.00,32.49,2.00
7432,7432,Built-up  Area,3.00,55.00,2.00
7433,7433,Super built-up  Area,0.00,89.00,2.00
7434,7434,Super built-up  Area,2.00,75.00,2.00
7435,7435,Plot  Area,0.00,125.00,3.00
7436,7436,Plot  Area,1.00,103.00,2.00
7437,7437,Super built-up  Area,2.00,58.00,3.00
7438,7438,Super built-up  Area,2.00,68.00,3.00
7439,7439,Super built-up  Area,2.00,48.00,3.00
7440,7440,Super built-up  Area,3.00,72.00,3.00
7441,7441,Built-up  Area,2.00,57.00,4.00
7442,7442,Super built-up  Area,1.00,160.00,3.00
7443,7443,Super built-up  Area,1.00,74.18,3.00
7444,7444,Built-up  Area,3.00,220.00,3.00
7445,7445,Super built-up  Area,2.00,55.00,3.00
7446,7446,Super built-up  Area,2.00,184.00,3.00
7447,7447,Super built-up  Area,0.00,980.00,5.00
7448,7448,Built-up  Area,3.00,220.00,3.00
7449,7449,Super built-up  Area,2.00,74.00,2.00
7450,7450,Super built-up  Area,2.00,42.81,3.00
7451,7451,Super built-up  Area,1.00,61.00,3.00
7452,7452,Built-up  Area,0.00,400.00,4.00
7453,7453,Super built-up  Area,2.00,37.83,3.00
7454,7454,Plot  Area,1.00,300.00,4.00
7455,7455,Plot  Area,2.00,175.00,4.00
7456,7456,Super built-up  Area,1.00,55.00,2.00
7457,7457,Built-up  Area,3.00,100.00,3.00
7458,7458,Plot  Area,1.00,105.00,2.00
7459,7459,Plot  Area,1.00,120.00,5.00
7460,7460,Super built-up  Area,1.00,75.97,2.00
7461,7461,Built-up  Area,1.00,60.00,2.00
7462,7462,Super built-up  Area,3.00,34.00,2.00
7463,7463,Super built-up  Area,2.00,46.39,2.00
7464,7464,Super built-up  Area,1.00,89.00,2.00
7465,7465,Built-up  Area,2.00,80.00,3.00
7466,7466,Super built-up  Area,2.00,65.00,3.00
7467,7467,Super built-up  Area,2.00,67.00,3.00
7468,7468,Plot  Area,0.00,140.00,5.00
7469,7469,Super built-up  Area,1.00,70.00,3.00
7470,7470,Super built-up  Area,2.00,48.00,2.00
7471,7471,Super built-up  Area,1.00,98.18,3.00
7472,7472,Super built-up  Area,1.00,68.00,2.00
7473,7473,Built-up  Area,3.00,90.00,3.00
7474,7474,Super built-up  Area,0.00,48.00,2.00
7475,7475,Super built-up  Area,1.00,68.59,2.00
7476,7476,Built-up  Area,2.00,101.00,6.00
7477,7477,Super built-up  Area,1.00,39.69,2.00
7478,7478,Super built-up  Area,1.00,41.30,2.00
7479,7479,Super built-up  Area,2.00,100.00,2.00
7480,7480,Super built-up  Area,0.00,75.00,3.00
7481,7481,Super built-up  Area,2.00,56.00,3.00
7482,7482,Super built-up  Area,1.00,10.00,1.00
7483,7483,Super built-up  Area,2.00,60.00,2.00
7484,7484,Built-up  Area,0.00,160.00,6.00
7485,7485,Super built-up  Area,1.00,30.35,2.00
7486,7486,Super built-up  Area,1.00,109.00,4.00
7487,7487,Super built-up  Area,1.00,71.42,2.00
7488,7488,Super built-up  Area,1.00,58.00,2.00
7489,7489,Super built-up  Area,2.00,128.00,3.00
7490,7490,Super built-up  Area,1.00,50.00,3.00
7491,7491,Plot  Area,2.00,125.00,4.00
7492,7492,Super built-up  Area,2.00,150.00,3.00
7493,7493,Super built-up  Area,2.00,118.00,3.00
7494,7494,Super built-up  Area,1.00,98.00,2.00
7495,7495,Plot  Area,1.00,69.00,3.00
7496,7496,Plot  Area,0.00,150.00,3.00
7497,7497,Super built-up  Area,3.00,155.00,3.00
7498,7498,Super built-up  Area,2.00,154.00,3.00
7499,7499,Super built-up  Area,2.00,72.00,3.00
7500,7500,Super built-up  Area,2.00,55.33,3.00
7501,7501,Super built-up  Area,2.00,47.24,3.00
7502,7502,Super built-up  Area,2.00,140.00,3.00
7503,7503,Built-up  Area,3.00,79.00,3.00
7504,7504,Built-up  Area,1.00,35.00,2.00
7505,7505,Super built-up  Area,3.00,285.00,3.00
7506,7506,Super built-up  Area,1.00,59.00,3.00
7507,7507,Super built-up  Area,1.00,150.00,3.00
7508,7508,Built-up  Area,1.00,90.00,2.00
7509,7509,Built-up  Area,0.00,140.00,2.00
7510,7510,Super built-up  Area,1.00,45.50,3.00
7511,7511,Built-up  Area,1.00,80.00,2.00
7512,7512,Super built-up  Area,1.00,56.00,2.00
7513,7513,Built-up  Area,2.00,185.00,3.00
7514,7514,Super built-up  Area,2.00,52.00,2.00
7515,7515,Super built-up  Area,2.00,164.00,3.00
7516,7516,Super built-up  Area,1.00,350.00,3.00
7517,7517,Built-up  Area,0.00,120.00,4.00
7518,7518,Super built-up  Area,2.00,120.00,3.00
7519,7519,Super built-up  Area,1.00,108.00,2.00
7520,7520,Super built-up  Area,1.00,48.00,3.00
7521,7521,Super built-up  Area,2.00,120.00,2.00
7522,7522,Super built-up  Area,2.00,75.00,3.00
7523,7523,Super built-up  Area,2.00,168.00,3.00
7524,7524,Super built-up  Area,0.00,450.00,4.00
7525,7525,Super built-up  Area,2.00,55.00,2.00
7526,7526,Super built-up  Area,1.00,19.90,2.00
7527,7527,Super built-up  Area,1.00,160.00,2.00
7528,7528,Plot  Area,2.00,85.00,4.00
7529,7529,Super built-up  Area,2.00,65.00,2.00
7530,7530,Super built-up  Area,2.00,44.50,2.00
7531,7531,Super built-up  Area,1.00,29.00,2.00
7532,7532,Built-up  Area,1.00,75.00,3.00
7533,7533,Super built-up  Area,2.00,83.00,3.00
7534,7534,Super built-up  Area,1.00,60.00,3.00
7535,7535,Super built-up  Area,1.00,145.00,4.00
7536,7536,Super built-up  Area,2.00,36.00,2.00
7537,7537,Plot  Area,2.00,225.00,4.00
7538,7538,Super built-up  Area,3.00,220.00,3.00
7539,7539,Built-up  Area,1.00,63.00,3.00
7540,7540,Super built-up  Area,1.00,47.25,3.00
7541,7541,Super built-up  Area,2.00,52.00,3.00
7542,7542,Super built-up  Area,2.00,85.00,3.00
7543,7543,Super built-up  Area,1.00,26.25,1.00
7544,7544,Super built-up  Area,1.00,61.00,2.00
7545,7545,Built-up  Area,1.00,67.00,3.00
7546,7546,Super built-up  Area,3.00,201.00,4.00
7547,7547,Super built-up  Area,1.00,70.00,1.00
7548,7548,Super built-up  Area,1.00,51.20,2.00
7549,7549,Super built-up  Area,1.00,33.08,3.00
7550,7550,Built-up  Area,0.00,25.84,1.00
7551,7551,Super built-up  Area,1.00,150.00,3.00
7552,7552,Super built-up  Area,3.00,125.00,3.00
7553,7553,Built-up  Area,1.00,34.00,2.00
7554,7554,Plot  Area,2.00,100.00,6.00
7555,7555,Super built-up  Area,2.00,62.00,3.00
7556,7556,Plot  Area,0.00,86.00,5.00
7557,7557,Super built-up  Area,2.00,160.00,3.00
7558,7558,Plot  Area,0.00,80.00,3.00
7559,7559,Built-up  Area,1.00,67.00,2.00
7560,7560,Super built-up  Area,1.00,50.00,2.00
7561,7561,Super built-up  Area,3.00,150.00,3.00
7562,7562,Super built-up  Area,3.00,50.00,2.00
7563,7563,Built-up  Area,3.00,45.00,2.00
7564,7564,Super built-up  Area,1.00,62.00,3.00
7565,7565,Super built-up  Area,1.00,57.90,2.00
7566,7566,Super built-up  Area,1.00,54.00,2.00
7567,7567,Super built-up  Area,2.00,75.00,3.00
7568,7568,Plot  Area,2.00,87.00,4.00
7569,7569,Super built-up  Area,2.00,50.00,2.00
7570,7570,Super built-up  Area,2.00,33.70,2.00
7571,7571,Super built-up  Area,2.00,49.75,3.00
7572,7572,Built-up  Area,2.00,115.00,4.00
7573,7573,Plot  Area,1.00,120.00,4.00
7574,7574,Super built-up  Area,1.00,77.00,2.00
7575,7575,Built-up  Area,1.00,55.00,2.00
7576,7576,Plot  Area,1.00,70.00,3.00
7577,7577,Super built-up  Area,2.00,150.00,3.00
7578,7578,Super built-up  Area,1.00,50.00,3.00
7579,7579,Super built-up  Area,1.00,80.00,2.00
7580,7580,Built-up  Area,1.00,90.00,2.00
7581,7581,Plot  Area,2.00,155.00,6.00
7582,7582,Super built-up  Area,2.00,74.31,3.00
7583,7583,Super built-up  Area,1.00,58.00,2.00
7584,7584,Super built-up  Area,1.00,60.00,1.00
7585,7585,Super built-up  Area,1.00,32.00,2.00
7586,7586,Built-up  Area,0.00,58.00,2.00
7587,7587,Plot  Area,2.00,220.00,4.00
7588,7588,Plot  Area,1.00,289.00,4.00
7589,7589,Plot  Area,0.00,450.00,7.00
7590,7590,Built-up  Area,0.00,800.00,4.00
7591,7591,Super built-up  Area,3.00,70.00,3.00
7592,7592,Super built-up  Area,2.00,53.51,3.00
7593,7593,Plot  Area,2.00,300.00,6.00
7594,7594,Super built-up  Area,1.00,200.00,3.00
7595,7595,Plot  Area,1.00,69.00,4.00
7596,7596,Super built-up  Area,3.00,130.00,8.00
7597,7597,Built-up  Area,0.00,325.00,4.00
7598,7598,Built-up  Area,2.00,250.00,4.00
7599,7599,Built-up  Area,0.00,32.00,2.00
7600,7600,Super built-up  Area,0.00,200.00,4.00
7601,7601,Super built-up  Area,1.00,48.72,3.00
7602,7602,Built-up  Area,0.00,111.00,2.00
7603,7603,Super built-up  Area,2.00,200.00,3.00
7604,7604,Built-up  Area,2.00,49.00,3.00
7605,7605,Super built-up  Area,2.00,85.00,3.00
7606,7606,Built-up  Area,1.00,65.00,3.00
7607,7607,Plot  Area,1.00,217.00,3.00
7608,7608,Super built-up  Area,2.00,125.00,3.00
7609,7609,Super built-up  Area,3.00,125.00,3.00
7610,7610,Super built-up  Area,1.00,140.00,2.00
7611,7611,Plot  Area,1.00,115.00,4.00
7612,7612,Built-up  Area,1.00,260.00,4.00
7613,7613,Built-up  Area,2.00,83.00,2.00
7614,7614,Plot  Area,1.00,175.00,5.00
7615,7615,Super built-up  Area,3.00,138.00,3.00
7616,7616,Carpet  Area,0.00,28.00,1.00
7617,7617,Super built-up  Area,2.00,570.00,4.00
7618,7618,Super built-up  Area,2.00,120.00,3.00
7619,7619,Built-up  Area,0.00,260.00,3.00
7620,7620,Plot  Area,2.00,70.00,2.00
7621,7621,Plot  Area,0.00,235.00,4.00
7622,7622,Plot  Area,0.00,90.00,3.00
7623,7623,Super built-up  Area,0.00,60.75,3.00
7624,7624,Built-up  Area,0.00,95.00,1.00
7625,7625,Plot  Area,2.00,170.00,4.00
7626,7626,Built-up  Area,2.00,90.00,3.00
7627,7627,Super built-up  Area,1.00,50.00,2.00
7628,7628,Super built-up  Area,1.00,80.00,2.00
7629,7629,Super built-up  Area,1.00,24.88,2.00
7630,7630,Built-up  Area,2.00,90.00,3.00
7631,7631,Built-up  Area,3.00,395.00,3.00
7632,7632,Built-up  Area,3.00,260.00,3.00
7633,7633,Built-up  Area,3.00,55.00,2.00
7634,7634,Super built-up  Area,1.00,33.00,2.00
7635,7635,Built-up  Area,2.00,72.00,3.00
7636,7636,Built-up  Area,3.00,113.00,3.00
7637,7637,Built-up  Area,2.00,52.00,3.00
7638,7638,Super built-up  Area,1.00,50.00,1.00
7639,7639,Super built-up  Area,2.00,105.00,4.00
7640,7640,Built-up  Area,2.00,100.00,3.00
7641,7641,Super built-up  Area,2.00,54.00,3.00
7642,7642,Super built-up  Area,3.00,55.00,2.00
7643,7643,Plot  Area,2.00,382.00,8.00
7644,7644,Super built-up  Area,1.00,39.90,2.00
7645,7645,Super built-up  Area,1.00,45.00,2.00
7646,7646,Super built-up  Area,2.00,480.00,4.00
7647,7647,Super built-up  Area,2.00,115.00,3.00
7648,7648,Plot  Area,2.00,65.00,4.00
7649,7649,Super built-up  Area,3.00,78.00,3.00
7650,7650,Super built-up  Area,1.00,33.28,3.00
7651,7651,Super built-up  Area,2.00,82.00,3.00
7652,7652,Super built-up  Area,1.00,58.17,3.00
7653,7653,Super built-up  Area,2.00,94.55,3.00
7654,7654,Super built-up  Area,2.00,69.00,2.00
7655,7655,Plot  Area,1.00,100.00,3.00
7656,7656,Super built-up  Area,2.00,95.00,3.00
7657,7657,Built-up  Area,1.00,750.00,1.00
7658,7658,Super built-up  Area,2.00,45.00,2.00
7659,7659,Super built-up  Area,2.00,75.00,2.00
7660,7660,Super built-up  Area,2.00,32.00,2.00
7661,7661,Super built-up  Area,1.00,41.59,2.00
7662,7662,Super built-up  Area,2.00,36.94,2.00
7663,7663,Super built-up  Area,1.00,662.00,3.00
7664,7664,Super built-up  Area,2.00,59.00,3.00
7665,7665,Super built-up  Area,0.00,98.00,6.00
7666,7666,Super built-up  Area,1.00,43.00,2.00
7667,7667,Plot  Area,3.00,125.00,5.00
7668,7668,Plot  Area,0.00,560.00,5.00
7669,7669,Super built-up  Area,2.00,75.00,2.00
7670,7670,Super built-up  Area,2.00,110.00,4.00
7671,7671,Super built-up  Area,1.00,57.84,3.00
7672,7672,Super built-up  Area,1.00,51.15,2.00
7673,7673,Super built-up  Area,3.00,100.00,3.00
7674,7674,Super built-up  Area,2.00,121.00,3.00
7675,7675,Super built-up  Area,2.00,262.00,2.00
7676,7676,Super built-up  Area,1.00,25.00,2.00
7677,7677,Super built-up  Area,1.00,60.00,3.00
7678,7678,Built-up  Area,2.00,100.00,3.00
7679,7679,Super built-up  Area,0.00,35.29,1.00
7680,7680,Plot  Area,0.00,400.00,2.80
7681,7681,Super built-up  Area,0.00,36.80,2.00
7682,7682,Built-up  Area,3.00,85.00,3.00
7683,7683,Super built-up  Area,2.00,42.00,2.00
7684,7684,Super built-up  Area,1.00,40.08,2.00
7685,7685,Super built-up  Area,1.00,36.21,3.00
7686,7686,Super built-up  Area,1.00,35.22,2.00
7687,7687,Built-up  Area,1.00,40.08,2.00
7688,7688,Super built-up  Area,1.00,89.04,2.00
7689,7689,Super built-up  Area,1.00,69.60,2.00
7690,7690,Super built-up  Area,2.00,44.00,2.00
7691,7691,Built-up  Area,2.00,65.00,2.00
7692,7692,Plot  Area,3.00,170.00,6.00
7693,7693,Plot  Area,2.00,80.00,4.00
7694,7694,Super built-up  Area,1.00,53.87,2.00
7695,7695,Built-up  Area,3.00,84.00,3.00
7696,7696,Built-up  Area,2.00,30.00,2.00
7697,7697,Super built-up  Area,1.00,123.00,3.00
7698,7698,Built-up  Area,1.00,70.00,2.00
7699,7699,Plot  Area,2.00,90.00,3.00
7700,7700,Plot  Area,2.00,200.00,3.00
7701,7701,Super built-up  Area,2.00,48.95,2.00
7702,7702,Super built-up  Area,1.00,56.00,2.00
7703,7703,Plot  Area,3.00,270.00,5.00
7704,7704,Plot  Area,2.00,90.00,6.00
7705,7705,Super built-up  Area,2.00,82.89,2.00
7706,7706,Super built-up  Area,1.00,125.00,3.00
7707,7707,Super built-up  Area,1.00,67.00,2.00
7708,7708,Super built-up  Area,1.00,36.25,1.00
7709,7709,Built-up  Area,2.00,80.00,4.00
7710,7710,Super built-up  Area,2.00,41.00,2.00
7711,7711,Plot  Area,2.00,180.00,7.00
7712,7712,Super built-up  Area,2.00,92.00,3.00
7713,7713,Super built-up  Area,2.00,73.00,2.00
7714,7714,Super built-up  Area,3.00,251.00,3.00
7715,7715,Super built-up  Area,1.00,67.00,2.00
7716,7716,Super built-up  Area,0.00,90.00,3.00
7717,7717,Super built-up  Area,1.00,95.00,3.00
7718,7718,Built-up  Area,0.00,142.00,4.00
7719,7719,Plot  Area,1.00,275.00,3.00
7720,7720,Plot  Area,1.00,80.00,2.00
7721,7721,Plot  Area,2.00,90.00,4.00
7722,7722,Super built-up  Area,2.00,171.00,2.00
7723,7723,Built-up  Area,2.00,150.00,4.00
7724,7724,Built-up  Area,0.00,26.00,1.00
7725,7725,Super built-up  Area,1.00,66.00,2.00
7726,7726,Plot  Area,0.00,125.00,1.00
7727,7727,Super built-up  Area,0.00,1900.00,4.00
7728,7728,Super built-up  Area,3.00,47.00,2.00
7729,7729,Super built-up  Area,0.00,150.00,2.00
7730,7730,Plot  Area,1.00,59.50,2.00
7731,7731,Plot  Area,2.00,95.00,5.00
7732,7732,Super built-up  Area,3.00,55.00,2.00
7733,7733,Plot  Area,0.00,140.00,9.00
7734,7734,Built-up  Area,1.00,43.00,3.00
7735,7735,Built-up  Area,0.00,240.00,4.00
7736,7736,Super built-up  Area,3.00,85.00,2.00
7737,7737,Super built-up  Area,2.00,61.00,2.00
7738,7738,Super built-up  Area,1.00,34.49,2.00
7739,7739,Super built-up  Area,2.00,55.00,2.00
7740,7740,Super built-up  Area,1.00,173.00,3.00
7741,7741,Super built-up  Area,2.00,85.00,2.00
7742,7742,Super built-up  Area,2.00,126.00,3.00
7743,7743,Super built-up  Area,2.00,110.00,3.00
7744,7744,Built-up  Area,2.00,100.00,3.00
7745,7745,Super built-up  Area,2.00,150.00,3.00
7746,7746,Super built-up  Area,3.00,35.00,2.00
7747,7747,Super built-up  Area,0.00,38.54,1.00
7748,7748,Super built-up  Area,2.00,70.00,2.00
7749,7749,Super built-up  Area,3.00,120.00,3.00
7750,7750,Plot  Area,1.00,375.00,4.00
7751,7751,Super built-up  Area,2.00,54.00,3.00
7752,7752,Super built-up  Area,2.00,55.00,2.00
7753,7753,Plot  Area,1.00,42.00,4.00
7754,7754,Super built-up  Area,1.00,32.92,2.00
7755,7755,Built-up  Area,1.00,45.00,3.00
7756,7756,Super built-up  Area,2.00,203.00,4.00
7757,7757,Built-up  Area,0.00,35.50,2.00
7758,7758,Super built-up  Area,2.00,32.00,2.00
7759,7759,Super built-up  Area,2.00,110.00,3.00
7760,7760,Super built-up  Area,2.00,47.00,2.00
7761,7761,Super built-up  Area,2.00,50.00,2.00
7762,7762,Plot  Area,0.00,95.00,4.00
7763,7763,Plot  Area,3.00,375.00,5.00
7764,7764,Plot  Area,2.00,480.00,4.00
7765,7765,Super built-up  Area,1.00,52.00,2.00
7766,7766,Super built-up  Area,1.00,44.00,2.00
7767,7767,Super built-up  Area,2.00,76.00,3.00
7768,7768,Built-up  Area,1.00,88.00,3.00
7769,7769,Super built-up  Area,3.00,79.15,3.00
7770,7770,Built-up  Area,1.00,350.00,4.00
7771,7771,Super built-up  Area,1.00,48.27,2.00
7772,7772,Super built-up  Area,2.00,53.50,2.00
7773,7773,Super built-up  Area,1.00,35.00,2.00
7774,7774,Super built-up  Area,2.00,125.00,3.00
7775,7775,Super built-up  Area,2.00,55.00,2.00
7776,7776,Super built-up  Area,2.00,37.28,2.00
7777,7777,Super built-up  Area,2.00,145.00,3.00
7778,7778,Super built-up  Area,1.00,36.50,2.00
7779,7779,Super built-up  Area,2.00,35.00,2.00
7780,7780,Super built-up  Area,1.00,54.30,2.00
7781,7781,Built-up  Area,2.00,74.00,3.00
7782,7782,Built-up  Area,2.00,52.00,2.00
7783,7783,Super built-up  Area,2.00,255.00,3.00
7784,7784,Super built-up  Area,2.00,65.00,3.00
7785,7785,Super built-up  Area,2.00,46.00,2.00
7786,7786,Built-up  Area,2.00,122.00,3.00
7787,7787,Built-up  Area,2.00,69.00,3.00
7788,7788,Super built-up  Area,2.00,98.00,3.00
7789,7789,Super built-up  Area,3.00,220.00,3.00
7790,7790,Super built-up  Area,2.00,81.50,2.00
7791,7791,Super built-up  Area,1.00,54.92,2.00
7792,7792,Super built-up  Area,2.00,115.00,3.00
7793,7793,Built-up  Area,2.00,68.00,2.00
7794,7794,Super built-up  Area,3.00,80.00,3.00
7795,7795,Super built-up  Area,3.00,60.98,3.00
7796,7796,Super built-up  Area,2.00,37.00,2.00
7797,7797,Super built-up  Area,0.00,118.00,4.00
7798,7798,Super built-up  Area,2.00,56.80,2.00
7799,7799,Super built-up  Area,2.00,40.00,2.00
7800,7800,Built-up  Area,0.00,35.00,1.00
7801,7801,Super built-up  Area,2.00,325.00,4.00
7802,7802,Super built-up  Area,2.00,410.00,4.00
7803,7803,Super built-up  Area,2.00,100.00,2.00
7804,7804,Super built-up  Area,1.00,60.42,2.00
7805,7805,Super built-up  Area,1.00,55.00,3.00
7806,7806,Super built-up  Area,2.00,152.00,3.00
7807,7807,Built-up  Area,1.00,58.58,2.00
7808,7808,Built-up  Area,2.00,98.91,3.00
7809,7809,Super built-up  Area,2.00,89.00,3.00
